altitude,temperature,pressure,density,speed_of_sound,viscosity
[m],[Kelvin],[pascal],[kg/m3],[m/s],[Pa.s]
2363,272.79,75977.1,0.970267,331.1,1.73E-05
2364,272.784,75967.6,0.970169,331.096,1.73E-05
2365,272.777,75958,0.970071,331.092,1.73E-05
2366,272.771,75948.5,0.969972,331.089,1.73E-05
2367,272.764,75939,0.969874,331.085,1.73E-05
2368,272.758,75929.5,0.969775,331.081,1.73E-05
2369,272.751,75920,0.969677,331.077,1.73E-05
2370,272.745,75910.5,0.969579,331.073,1.73E-05
2371,272.738,75901,0.96948,331.069,1.73E-05
2372,272.732,75891.5,0.969382,331.065,1.73E-05
2373,272.725,75882,0.969284,331.061,1.73E-05
2374,272.719,75872.5,0.969186,331.057,1.73E-05
2375,272.712,75863,0.969087,331.053,1.73E-05
2376,272.706,75853.5,0.968989,331.049,1.73E-05
2377,272.7,75844,0.968891,331.045,1.73E-05
2378,272.693,75834.5,0.968792,331.041,1.73E-05
2379,272.686,75825,0.968694,331.037,1.73E-05
2380,272.68,75815.5,0.968596,331.033,1.73E-05
2381,272.673,75806,0.968498,331.029,1.73E-05
2382,272.667,75796.5,0.968399,331.025,1.73E-05
2383,272.66,75787,0.968301,331.021,1.73E-05
2384,272.654,75777.5,0.968203,331.018,1.73E-05
2385,272.647,75768,0.968105,331.014,1.73E-05
2386,272.641,75758.5,0.968006,331.01,1.73E-05
2387,272.635,75749,0.967908,331.006,1.73E-05
2388,272.628,75739.5,0.96781,331.002,1.73E-05
2389,272.621,75730,0.967712,330.998,1.73E-05
2390,272.615,75720.5,0.967614,330.994,1.73E-05
2391,272.608,75711,0.967515,330.99,1.73E-05
2392,272.602,75701.5,0.967417,330.986,1.73E-05
2393,272.595,75692.1,0.967319,330.982,1.73E-05
2394,272.589,75682.6,0.967221,330.978,1.73E-05
2395,272.582,75673.1,0.967123,330.974,1.73E-05
2396,272.576,75663.6,0.967025,330.97,1.73E-05
2397,272.57,75654.1,0.966926,330.966,1.73E-05
2398,272.563,75644.6,0.966828,330.962,1.73E-05
2399,272.556,75635.2,0.96673,330.958,1.73E-05
2400,272.55,75625.7,0.966632,330.954,1.73E-05
2401,272.543,75616.2,0.966534,330.95,1.73E-05
2402,272.537,75606.7,0.966436,330.947,1.73E-05
2403,272.53,75597.2,0.966338,330.943,1.73E-05
2404,272.524,75587.8,0.96624,330.939,1.73E-05
2405,272.517,75578.3,0.966142,330.935,1.73E-05
2406,272.511,75568.8,0.966044,330.931,1.73E-05
2407,272.505,75559.3,0.965945,330.927,1.73E-05
2408,272.498,75549.9,0.965847,330.923,1.73E-05
2409,272.491,75540.4,0.965749,330.919,1.73E-05
2410,272.485,75530.9,0.965651,330.915,1.73E-05
2411,272.478,75521.5,0.965553,330.911,1.73E-05
2412,272.472,75512,0.965455,330.907,1.73E-05
2413,272.465,75502.5,0.965357,330.903,1.73E-05
2414,272.459,75493.1,0.965259,330.899,1.73E-05
2415,272.452,75483.6,0.965161,330.895,1.73E-05
2416,272.446,75474.1,0.965063,330.891,1.73E-05
2417,272.439,75464.7,0.964965,330.887,1.73E-05
2418,272.433,75455.2,0.964867,330.883,1.73E-05
2419,272.426,75445.7,0.964769,330.879,1.73E-05
2420,272.42,75436.3,0.964671,330.875,1.73E-05
2421,272.413,75426.8,0.964573,330.872,1.73E-05
2422,272.407,75417.4,0.964475,330.868,1.73E-05
2423,272.4,75407.9,0.964378,330.864,1.73E-05
2424,272.394,75398.4,0.96428,330.86,1.73E-05
2425,272.387,75389,0.964182,330.856,1.73E-05
2426,272.381,75379.5,0.964084,330.852,1.73E-05
2427,272.374,75370.1,0.963986,330.848,1.73E-05
2428,272.368,75360.6,0.963888,330.844,1.73E-05
2429,272.361,75351.2,0.96379,330.84,1.73E-05
2430,272.355,75341.7,0.963692,330.836,1.73E-05
2431,272.349,75332.3,0.963594,330.832,1.73E-05
2432,272.342,75322.8,0.963496,330.828,1.73E-05
2433,272.335,75313.4,0.963399,330.824,1.73E-05
2434,272.329,75303.9,0.963301,330.82,1.73E-05
2435,272.322,75294.5,0.963203,330.816,1.73E-05
2436,272.316,75285,0.963105,330.812,1.73E-05
2437,272.309,75275.6,0.963007,330.808,1.73E-05
2438,272.303,75266.2,0.962909,330.804,1.73E-05
2439,272.296,75256.7,0.962812,330.8,1.73E-05
2440,272.29,75247.3,0.962714,330.797,1.73E-05
2441,272.284,75237.8,0.962616,330.793,1.73E-05
2442,272.277,75228.4,0.962518,330.789,1.73E-05
2443,272.27,75219,0.96242,330.785,1.73E-05
2444,272.264,75209.5,0.962323,330.781,1.73E-05
2445,272.257,75200.1,0.962225,330.777,1.73E-05
2446,272.251,75190.6,0.962127,330.773,1.73E-05
2447,272.244,75181.2,0.962029,330.769,1.73E-05
2448,272.238,75171.8,0.961931,330.765,1.73E-05
2449,272.231,75162.3,0.961834,330.761,1.73E-05
2450,272.225,75152.9,0.961736,330.757,1.73E-05
2451,272.218,75143.5,0.961638,330.753,1.73E-05
2452,272.212,75134,0.961541,330.749,1.73E-05
2453,272.205,75124.6,0.961443,330.745,1.73E-05
2454,272.199,75115.2,0.961345,330.741,1.73E-05
2455,272.192,75105.8,0.961247,330.737,1.73E-05
2456,272.186,75096.3,0.96115,330.733,1.73E-05
2457,272.179,75086.9,0.961052,330.729,1.73E-05
2458,272.173,75077.5,0.960954,330.725,1.73E-05
2459,272.166,75068.1,0.960857,330.721,1.73E-05
2460,272.16,75058.6,0.960759,330.718,1.73E-05
2461,272.153,75049.2,0.960661,330.714,1.73E-05
2462,272.147,75039.8,0.960564,330.71,1.73E-05
2463,272.14,75030.4,0.960466,330.706,1.73E-05
2464,272.134,75021,0.960369,330.702,1.73E-05
2465,272.127,75011.5,0.960271,330.698,1.73E-05
2466,272.121,75002.1,0.960173,330.694,1.73E-05
2467,272.114,74992.7,0.960076,330.69,1.73E-05
2468,272.108,74983.3,0.959978,330.686,1.73E-05
2469,272.101,74973.9,0.959881,330.682,1.73E-05
2470,272.095,74964.5,0.959783,330.678,1.73E-05
2471,272.088,74955.1,0.959685,330.674,1.73E-05
2472,272.082,74945.6,0.959588,330.67,1.73E-05
2473,272.075,74936.2,0.95949,330.666,1.73E-05
2474,272.069,74926.8,0.959393,330.662,1.73E-05
2475,272.063,74917.4,0.959295,330.658,1.73E-05
2476,272.056,74908,0.959198,330.654,1.73E-05
2477,272.049,74898.6,0.9591,330.65,1.73E-05
2478,272.043,74889.2,0.959003,330.646,1.73E-05
2479,272.036,74879.8,0.958905,330.642,1.73E-05
2480,272.03,74870.4,0.958808,330.639,1.73E-05
2481,272.023,74861,0.95871,330.635,1.73E-05
2482,272.017,74851.6,0.958613,330.631,1.73E-05
2483,272.01,74842.2,0.958515,330.627,1.73E-05
2484,272.004,74832.8,0.958418,330.623,1.73E-05
2485,271.998,74823.4,0.95832,330.619,1.73E-05
2486,271.991,74814,0.958223,330.615,1.73E-05
2487,271.984,74804.6,0.958125,330.611,1.73E-05
2488,271.978,74795.2,0.958028,330.607,1.73E-05
2489,271.971,74785.8,0.95793,330.603,1.73E-05
2490,271.965,74776.4,0.957833,330.599,1.73E-05
2491,271.958,74767,0.957735,330.595,1.73E-05
2492,271.952,74757.6,0.957638,330.591,1.73E-05
2493,271.945,74748.2,0.957541,330.587,1.73E-05
2494,271.939,74738.9,0.957443,330.583,1.73E-05
2495,271.933,74729.5,0.957346,330.579,1.73E-05
2496,271.926,74720.1,0.957248,330.575,1.73E-05
2497,271.919,74710.7,0.957151,330.571,1.73E-05
2498,271.913,74701.3,0.957054,330.567,1.73E-05
2499,271.906,74691.9,0.956956,330.563,1.73E-05
2500,271.9,74682.5,0.956859,330.56,1.73E-05
2501,271.893,74673.2,0.956762,330.556,1.73E-05
2502,271.887,74663.8,0.956664,330.552,1.73E-05
2503,271.88,74654.4,0.956567,330.548,1.73E-05
2504,271.874,74645,0.95647,330.544,1.73E-05
2505,271.867,74635.6,0.956372,330.54,1.73E-05
2506,271.861,74626.2,0.956275,330.536,1.73E-05
2507,271.854,74616.9,0.956178,330.532,1.73E-05
2508,271.848,74607.5,0.95608,330.528,1.73E-05
2509,271.841,74598.1,0.955983,330.524,1.73E-05
2510,271.835,74588.7,0.955886,330.52,1.73E-05
2511,271.828,74579.4,0.955789,330.516,1.73E-05
2512,271.822,74570,0.955691,330.512,1.73E-05
2513,271.815,74560.6,0.955594,330.508,1.73E-05
2514,271.809,74551.3,0.955497,330.504,1.73E-05
2515,271.802,74541.9,0.9554,330.5,1.73E-05
2516,271.796,74532.5,0.955302,330.496,1.73E-05
2517,271.789,74523.2,0.955205,330.492,1.73E-05
2518,271.783,74513.8,0.955108,330.488,1.73E-05
2519,271.776,74504.4,0.955011,330.484,1.73E-05
2520,271.77,74495.1,0.954913,330.48,1.73E-05
2521,271.763,74485.7,0.954816,330.477,1.73E-05
2522,271.757,74476.3,0.954719,330.473,1.73E-05
2523,271.75,74467,0.954622,330.469,1.73E-05
2524,271.744,74457.6,0.954525,330.465,1.73E-05
2525,271.737,74448.2,0.954428,330.461,1.73E-05
2526,271.731,74438.9,0.95433,330.457,1.73E-05
2527,271.724,74429.5,0.954233,330.453,1.73E-05
2528,271.718,74420.2,0.954136,330.449,1.73E-05
2529,271.712,74410.8,0.954039,330.445,1.73E-05
2530,271.705,74401.5,0.953942,330.441,1.73E-05
2531,271.698,74392.1,0.953845,330.437,1.73E-05
2532,271.692,74382.7,0.953748,330.433,1.73E-05
2533,271.685,74373.4,0.953651,330.429,1.73E-05
2534,271.679,74364,0.953553,330.425,1.73E-05
2535,271.672,74354.7,0.953456,330.421,1.73E-05
2536,271.666,74345.3,0.953359,330.417,1.73E-05
2537,271.659,74336,0.953262,330.413,1.73E-05
2538,271.653,74326.6,0.953165,330.409,1.73E-05
2539,271.647,74317.3,0.953068,330.405,1.73E-05
2540,271.64,74308,0.952971,330.401,1.73E-05
2541,271.633,74298.6,0.952874,330.397,1.73E-05
2542,271.627,74289.3,0.952777,330.394,1.73E-05
2543,271.62,74279.9,0.95268,330.39,1.73E-05
2544,271.614,74270.6,0.952583,330.386,1.73E-05
2545,271.607,74261.2,0.952486,330.382,1.73E-05
2546,271.601,74251.9,0.952389,330.378,1.73E-05
2547,271.594,74242.6,0.952292,330.374,1.73E-05
2548,271.588,74233.2,0.952195,330.37,1.73E-05
2549,271.582,74223.9,0.952098,330.366,1.73E-05
2550,271.575,74214.5,0.952001,330.362,1.73E-05
2551,271.568,74205.2,0.951904,330.358,1.73E-05
2552,271.562,74195.9,0.951807,330.354,1.73E-05
2553,271.555,74186.5,0.95171,330.35,1.73E-05
2554,271.549,74177.2,0.951613,330.346,1.73E-05
2555,271.542,74167.9,0.951516,330.342,1.73E-05
2556,271.536,74158.5,0.951419,330.338,1.73E-05
2557,271.529,74149.2,0.951322,330.334,1.73E-05
2558,271.523,74139.9,0.951225,330.33,1.73E-05
2559,271.516,74130.6,0.951128,330.326,1.73E-05
2560,271.51,74121.2,0.951032,330.322,1.73E-05
2561,271.503,74111.9,0.950935,330.318,1.73E-05
2562,271.497,74102.6,0.950838,330.314,1.73E-05
2563,271.49,74093.3,0.950741,330.311,1.73E-05
2564,271.484,74083.9,0.950644,330.307,1.73E-05
2565,271.477,74074.6,0.950547,330.303,1.73E-05
2566,271.471,74065.3,0.95045,330.299,1.73E-05
2567,271.464,74056,0.950353,330.295,1.73E-05
2568,271.458,74046.7,0.950257,330.291,1.73E-05
2569,271.451,74037.3,0.95016,330.287,1.73E-05
2570,271.445,74028,0.950063,330.283,1.73E-05
2571,271.438,74018.7,0.949966,330.279,1.73E-05
2572,271.432,74009.4,0.949869,330.275,1.73E-05
2573,271.425,74000.1,0.949773,330.271,1.73E-05
2574,271.419,73990.8,0.949676,330.267,1.73E-05
2575,271.412,73981.4,0.949579,330.263,1.73E-05
2576,271.406,73972.1,0.949482,330.259,1.73E-05
2577,271.399,73962.8,0.949385,330.255,1.73E-05
2578,271.393,73953.5,0.949289,330.251,1.73E-05
2579,271.386,73944.2,0.949192,330.247,1.73E-05
2580,271.38,73934.9,0.949095,330.243,1.73E-05
2581,271.373,73925.6,0.948998,330.239,1.73E-05
2582,271.367,73916.3,0.948902,330.235,1.73E-05
2583,271.361,73907,0.948805,330.231,1.73E-05
2584,271.354,73897.7,0.948708,330.227,1.73E-05
2585,271.347,73888.4,0.948611,330.223,1.73E-05
2586,271.341,73879.1,0.948515,330.22,1.73E-05
2587,271.334,73869.8,0.948418,330.216,1.73E-05
2588,271.328,73860.5,0.948321,330.212,1.73E-05
2589,271.321,73851.2,0.948225,330.208,1.73E-05
2590,271.315,73841.9,0.948128,330.204,1.73E-05
2591,271.308,73832.6,0.948031,330.2,1.73E-05
2592,271.302,73823.3,0.947935,330.196,1.73E-05
2593,271.296,73814,0.947838,330.192,1.73E-05
2594,271.289,73804.7,0.947741,330.188,1.73E-05
2595,271.282,73795.4,0.947645,330.184,1.73E-05
2596,271.276,73786.1,0.947548,330.18,1.73E-05
2597,271.269,73776.8,0.947452,330.176,1.73E-05
2598,271.263,73767.5,0.947355,330.172,1.73E-05
2599,271.256,73758.2,0.947258,330.168,1.73E-05
2600,271.25,73748.9,0.947162,330.164,1.73E-05
2601,271.243,73739.6,0.947065,330.16,1.73E-05
2602,271.237,73730.4,0.946969,330.156,1.73E-05
2603,271.231,73721.1,0.946872,330.152,1.73E-05
2604,271.224,73711.8,0.946775,330.148,1.73E-05
2605,271.217,73702.5,0.946679,330.144,1.73E-05
2606,271.211,73693.2,0.946582,330.14,1.73E-05
2607,271.204,73683.9,0.946486,330.136,1.73E-05
2608,271.198,73674.7,0.946389,330.133,1.73E-05
2609,271.191,73665.4,0.946293,330.129,1.73E-05
2610,271.185,73656.1,0.946196,330.125,1.73E-05
2611,271.178,73646.8,0.9461,330.121,1.73E-05
2612,271.172,73637.5,0.946003,330.117,1.73E-05
2613,271.165,73628.3,0.945907,330.113,1.73E-05
2614,271.159,73619,0.94581,330.109,1.73E-05
2615,271.152,73609.7,0.945714,330.105,1.73E-05
2616,271.146,73600.4,0.945617,330.101,1.73E-05
2617,271.139,73591.2,0.945521,330.097,1.73E-05
2618,271.133,73581.9,0.945424,330.093,1.73E-05
2619,271.126,73572.6,0.945328,330.089,1.73E-05
2620,271.12,73563.4,0.945231,330.085,1.73E-05
2621,271.113,73554.1,0.945135,330.081,1.73E-05
2622,271.107,73544.8,0.945038,330.077,1.73E-05
2623,271.1,73535.6,0.944942,330.073,1.73E-05
2624,271.094,73526.3,0.944846,330.069,1.73E-05
2625,271.087,73517,0.944749,330.065,1.73E-05
2626,271.081,73507.8,0.944653,330.061,1.73E-05
2627,271.075,73498.5,0.944556,330.057,1.73E-05
2628,271.068,73489.2,0.94446,330.053,1.73E-05
2629,271.061,73480,0.944364,330.049,1.73E-05
2630,271.055,73470.7,0.944267,330.045,1.73E-05
2631,271.048,73461.4,0.944171,330.042,1.73E-05
2632,271.042,73452.2,0.944074,330.038,1.73E-05
2633,271.035,73442.9,0.943978,330.034,1.73E-05
2634,271.029,73433.7,0.943882,330.03,1.73E-05
2635,271.022,73424.4,0.943785,330.026,1.73E-05
2636,271.016,73415.2,0.943689,330.022,1.73E-05
2637,271.01,73405.9,0.943593,330.018,1.73E-05
2638,271.003,73396.7,0.943496,330.014,1.73E-05
2639,270.996,73387.4,0.9434,330.01,1.73E-05
2640,270.99,73378.2,0.943304,330.006,1.73E-05
2641,270.983,73368.9,0.943208,330.002,1.73E-05
2642,270.977,73359.7,0.943111,329.998,1.73E-05
2643,270.97,73350.4,0.943015,329.994,1.73E-05
2644,270.964,73341.2,0.942919,329.99,1.73E-05
2645,270.957,73331.9,0.942823,329.986,1.72E-05
2646,270.951,73322.7,0.942726,329.982,1.72E-05
2647,270.944,73313.4,0.94263,329.978,1.72E-05
2648,270.938,73304.2,0.942534,329.974,1.72E-05
2649,270.931,73294.9,0.942438,329.97,1.72E-05
2650,270.925,73285.7,0.942341,329.966,1.72E-05
2651,270.918,73276.5,0.942245,329.962,1.72E-05
2652,270.912,73267.2,0.942149,329.958,1.72E-05
2653,270.905,73258,0.942053,329.954,1.72E-05
2654,270.899,73248.7,0.941957,329.95,1.72E-05
2655,270.892,73239.5,0.94186,329.947,1.72E-05
2656,270.886,73230.3,0.941764,329.943,1.72E-05
2657,270.88,73221,0.941668,329.939,1.72E-05
2658,270.873,73211.8,0.941572,329.935,1.72E-05
2659,270.866,73202.6,0.941476,329.931,1.72E-05
2660,270.86,73193.3,0.94138,329.927,1.72E-05
2661,270.853,73184.1,0.941283,329.923,1.72E-05
2662,270.847,73174.9,0.941187,329.919,1.72E-05
2663,270.84,73165.6,0.941091,329.915,1.72E-05
2664,270.834,73156.4,0.940995,329.911,1.72E-05
2665,270.827,73147.2,0.940899,329.907,1.72E-05
2666,270.821,73138,0.940803,329.903,1.72E-05
2667,270.814,73128.7,0.940707,329.899,1.72E-05
2668,270.808,73119.5,0.940611,329.895,1.72E-05
2669,270.801,73110.3,0.940515,329.891,1.72E-05
2670,270.795,73101.1,0.940418,329.887,1.72E-05
2671,270.788,73091.8,0.940322,329.883,1.72E-05
2672,270.782,73082.6,0.940226,329.879,1.72E-05
2673,270.775,73073.4,0.94013,329.875,1.72E-05
2674,270.769,73064.2,0.940034,329.871,1.72E-05
2675,270.762,73055,0.939938,329.867,1.72E-05
2676,270.756,73045.7,0.939842,329.863,1.72E-05
2677,270.749,73036.5,0.939746,329.859,1.72E-05
2678,270.743,73027.3,0.93965,329.855,1.72E-05
2679,270.736,73018.1,0.939554,329.852,1.72E-05
2680,270.73,73008.9,0.939458,329.848,1.72E-05
2681,270.724,72999.7,0.939362,329.844,1.72E-05
2682,270.717,72990.5,0.939266,329.84,1.72E-05
2683,270.71,72981.2,0.93917,329.836,1.72E-05
2684,270.704,72972,0.939074,329.832,1.72E-05
2685,270.697,72962.8,0.938978,329.828,1.72E-05
2686,270.691,72953.6,0.938882,329.824,1.72E-05
2687,270.684,72944.4,0.938786,329.82,1.72E-05
2688,270.678,72935.2,0.93869,329.816,1.72E-05
2689,270.671,72926,0.938594,329.812,1.72E-05
2690,270.665,72916.8,0.938499,329.808,1.72E-05
2691,270.659,72907.6,0.938403,329.804,1.72E-05
2692,270.652,72898.4,0.938307,329.8,1.72E-05
2693,270.645,72889.2,0.938211,329.796,1.72E-05
2694,270.639,72880,0.938115,329.792,1.72E-05
2695,270.632,72870.8,0.938019,329.788,1.72E-05
2696,270.626,72861.6,0.937923,329.784,1.72E-05
2697,270.619,72852.4,0.937827,329.78,1.72E-05
2698,270.613,72843.2,0.937731,329.776,1.72E-05
2699,270.606,72834,0.937636,329.772,1.72E-05
2700,270.6,72824.8,0.93754,329.768,1.72E-05
2701,270.593,72815.6,0.937444,329.764,1.72E-05
2702,270.587,72806.4,0.937348,329.76,1.72E-05
2703,270.58,72797.2,0.937252,329.756,1.72E-05
2704,270.574,72788,0.937156,329.752,1.72E-05
2705,270.567,72778.9,0.937061,329.749,1.72E-05
2706,270.561,72769.7,0.936965,329.745,1.72E-05
2707,270.554,72760.5,0.936869,329.741,1.72E-05
2708,270.548,72751.3,0.936773,329.737,1.72E-05
2709,270.541,72742.1,0.936677,329.733,1.72E-05
2710,270.535,72732.9,0.936582,329.729,1.72E-05
2711,270.529,72723.7,0.936486,329.725,1.72E-05
2712,270.522,72714.6,0.93639,329.721,1.72E-05
2713,270.515,72705.4,0.936294,329.717,1.72E-05
2714,270.509,72696.2,0.936199,329.713,1.72E-05
2715,270.502,72687,0.936103,329.709,1.72E-05
2716,270.496,72677.8,0.936007,329.705,1.72E-05
2717,270.489,72668.6,0.935911,329.701,1.72E-05
2718,270.483,72659.5,0.935816,329.697,1.72E-05
2719,270.476,72650.3,0.93572,329.693,1.72E-05
2720,270.47,72641.1,0.935624,329.689,1.72E-05
2721,270.463,72631.9,0.935529,329.685,1.72E-05
2722,270.457,72622.8,0.935433,329.681,1.72E-05
2723,270.45,72613.6,0.935337,329.677,1.72E-05
2724,270.444,72604.4,0.935242,329.673,1.72E-05
2725,270.438,72595.3,0.935146,329.669,1.72E-05
2726,270.431,72586.1,0.93505,329.665,1.72E-05
2727,270.424,72576.9,0.934955,329.661,1.72E-05
2728,270.418,72567.7,0.934859,329.657,1.72E-05
2729,270.411,72558.6,0.934763,329.653,1.72E-05
2730,270.405,72549.4,0.934668,329.65,1.72E-05
2731,270.398,72540.2,0.934572,329.646,1.72E-05
2732,270.392,72531.1,0.934477,329.642,1.72E-05
2733,270.385,72521.9,0.934381,329.638,1.72E-05
2734,270.379,72512.8,0.934285,329.634,1.72E-05
2735,270.373,72503.6,0.93419,329.63,1.72E-05
2736,270.366,72494.4,0.934094,329.626,1.72E-05
2737,270.359,72485.3,0.933999,329.622,1.72E-05
2738,270.353,72476.1,0.933903,329.618,1.72E-05
2739,270.346,72467,0.933808,329.614,1.72E-05
2740,270.34,72457.8,0.933712,329.61,1.72E-05
2741,270.333,72448.6,0.933616,329.606,1.72E-05
2742,270.327,72439.5,0.933521,329.602,1.72E-05
2743,270.32,72430.3,0.933425,329.598,1.72E-05
2744,270.314,72421.2,0.93333,329.594,1.72E-05
2745,270.308,72412,0.933234,329.59,1.72E-05
2746,270.301,72402.9,0.933139,329.586,1.72E-05
2747,270.294,72393.7,0.933043,329.582,1.72E-05
2748,270.288,72384.6,0.932948,329.578,1.72E-05
2749,270.281,72375.4,0.932852,329.574,1.72E-05
2750,270.275,72366.3,0.932757,329.57,1.72E-05
2751,270.268,72357.1,0.932661,329.566,1.72E-05
2752,270.262,72348,0.932566,329.562,1.72E-05
2753,270.255,72338.8,0.932471,329.558,1.72E-05
2754,270.249,72329.7,0.932375,329.554,1.72E-05
2755,270.242,72320.6,0.93228,329.55,1.72E-05
2756,270.236,72311.4,0.932184,329.546,1.72E-05
2757,270.229,72302.3,0.932089,329.543,1.72E-05
2758,270.223,72293.1,0.931993,329.539,1.72E-05
2759,270.216,72284,0.931898,329.535,1.72E-05
2760,270.21,72274.9,0.931803,329.531,1.72E-05
2761,270.203,72265.7,0.931707,329.527,1.72E-05
2762,270.197,72256.6,0.931612,329.523,1.72E-05
2763,270.19,72247.4,0.931516,329.519,1.72E-05
2764,270.184,72238.3,0.931421,329.515,1.72E-05
2765,270.177,72229.2,0.931326,329.511,1.72E-05
2766,270.171,72220,0.93123,329.507,1.72E-05
2767,270.164,72210.9,0.931135,329.503,1.72E-05
2768,270.158,72201.8,0.93104,329.499,1.72E-05
2769,270.151,72192.7,0.930944,329.495,1.72E-05
2770,270.145,72183.5,0.930849,329.491,1.72E-05
2771,270.138,72174.4,0.930754,329.487,1.72E-05
2772,270.132,72165.3,0.930658,329.483,1.72E-05
2773,270.125,72156.1,0.930563,329.479,1.72E-05
2774,270.119,72147,0.930468,329.475,1.72E-05
2775,270.112,72137.9,0.930373,329.471,1.72E-05
2776,270.106,72128.8,0.930277,329.467,1.72E-05
2777,270.099,72119.6,0.930182,329.463,1.72E-05
2778,270.093,72110.5,0.930087,329.459,1.72E-05
2779,270.087,72101.4,0.929991,329.455,1.72E-05
2780,270.08,72092.3,0.929896,329.451,1.72E-05
2781,270.073,72083.2,0.929801,329.447,1.72E-05
2782,270.067,72074,0.929706,329.443,1.72E-05
2783,270.06,72064.9,0.92961,329.439,1.72E-05
2784,270.054,72055.8,0.929515,329.435,1.72E-05
2785,270.047,72046.7,0.92942,329.432,1.72E-05
2786,270.041,72037.6,0.929325,329.428,1.72E-05
2787,270.034,72028.5,0.92923,329.424,1.72E-05
2788,270.028,72019.4,0.929134,329.42,1.72E-05
2789,270.022,72010.3,0.929039,329.416,1.72E-05
2790,270.015,72001.1,0.928944,329.412,1.72E-05
2791,270.008,71992,0.928849,329.408,1.72E-05
2792,270.002,71982.9,0.928754,329.404,1.72E-05
2793,269.995,71973.8,0.928659,329.4,1.72E-05
2794,269.989,71964.7,0.928563,329.396,1.72E-05
2795,269.982,71955.6,0.928468,329.392,1.72E-05
2796,269.976,71946.5,0.928373,329.388,1.72E-05
2797,269.969,71937.4,0.928278,329.384,1.72E-05
2798,269.963,71928.3,0.928183,329.38,1.72E-05
2799,269.957,71919.2,0.928088,329.376,1.72E-05
2800,269.95,71910.1,0.927993,329.372,1.72E-05
2801,269.943,71901,0.927898,329.368,1.72E-05
2802,269.937,71891.9,0.927803,329.364,1.72E-05
2803,269.93,71882.8,0.927708,329.36,1.72E-05
2804,269.924,71873.7,0.927612,329.356,1.72E-05
2805,269.917,71864.6,0.927517,329.352,1.72E-05
2806,269.911,71855.5,0.927422,329.348,1.72E-05
2807,269.904,71846.4,0.927327,329.344,1.72E-05
2808,269.898,71837.3,0.927232,329.34,1.72E-05
2809,269.891,71828.2,0.927137,329.336,1.72E-05
2810,269.885,71819.1,0.927042,329.332,1.72E-05
2811,269.878,71810,0.926947,329.328,1.72E-05
2812,269.872,71801,0.926852,329.324,1.72E-05
2813,269.865,71791.9,0.926757,329.32,1.72E-05
2814,269.859,71782.8,0.926662,329.317,1.72E-05
2815,269.852,71773.7,0.926567,329.313,1.72E-05
2816,269.846,71764.6,0.926472,329.309,1.72E-05
2817,269.839,71755.5,0.926377,329.305,1.72E-05
2818,269.833,71746.4,0.926282,329.301,0.000017192
2819,269.826,71737.3,0.926187,329.297,1.72E-05
2820,269.82,71728.3,0.926092,329.293,1.72E-05
2821,269.813,71719.2,0.925997,329.289,0.000017191
2822,269.807,71710.1,0.925902,329.285,1.72E-05
2823,269.8,71701,0.925808,329.281,1.72E-05
2824,269.794,71691.9,0.925713,329.277,0.00001719
2825,269.787,71682.9,0.925618,329.273,1.72E-05
2826,269.781,71673.8,0.925523,329.269,1.72E-05
2827,269.774,71664.7,0.925428,329.265,0.000017189
2828,269.768,71655.6,0.925333,329.261,1.72E-05
2829,269.761,71646.6,0.925238,329.257,1.72E-05
2830,269.755,71637.5,0.925143,329.253,0.000017188
2831,269.748,71628.4,0.925048,329.249,1.72E-05
2832,269.742,71619.4,0.924954,329.245,1.72E-05
2833,269.736,71610.3,0.924859,329.241,0.000017187
2834,269.729,71601.2,0.924764,329.237,1.72E-05
2835,269.722,71592.1,0.924669,329.233,1.72E-05
2836,269.716,71583.1,0.924574,329.229,0.000017186
2837,269.709,71574,0.924479,329.225,1.72E-05
2838,269.703,71564.9,0.924384,329.221,1.72E-05
2839,269.696,71555.9,0.92429,329.217,0.000017185
2840,269.69,71546.8,0.924195,329.213,1.72E-05
2841,269.683,71537.8,0.9241,329.209,1.72E-05
2842,269.677,71528.7,0.924005,329.205,0.000017184
2843,269.671,71519.6,0.923911,329.201,1.72E-05
2844,269.664,71510.6,0.923816,329.198,1.72E-05
2845,269.657,71501.5,0.923721,329.194,0.000017183
2846,269.651,71492.5,0.923626,329.19,1.72E-05
2847,269.644,71483.4,0.923531,329.186,1.72E-05
2848,269.638,71474.3,0.923437,329.182,0.000017182
2849,269.631,71465.3,0.923342,329.178,1.72E-05
2850,269.625,71456.2,0.923247,329.174,1.72E-05
2851,269.618,71447.2,0.923153,329.17,0.000017181
2852,269.612,71438.1,0.923058,329.166,1.72E-05
2853,269.606,71429.1,0.922963,329.162,1.72E-05
2854,269.599,71420,0.922868,329.158,0.00001718
2855,269.592,71411,0.922774,329.154,1.72E-05
2856,269.586,71401.9,0.922679,329.15,1.72E-05
2857,269.579,71392.9,0.922584,329.146,0.000017179
2858,269.573,71383.8,0.92249,329.142,1.72E-05
2859,269.566,71374.8,0.922395,329.138,1.72E-05
2860,269.56,71365.7,0.9223,329.134,0.000017178
2861,269.553,71356.7,0.922206,329.13,1.72E-05
2862,269.547,71347.6,0.922111,329.126,1.72E-05
2863,269.54,71338.6,0.922016,329.122,0.000017177
2864,269.534,71329.6,0.921922,329.118,1.72E-05
